model,img_size,strategy,class_compatible,base_model_path,before_f1_macro,after_f1_macro,delta_f1_macro,before_f1_weighted,after_f1_weighted,delta_f1_weighted,before_accuracy,after_accuracy,delta_accuracy,before_precision_macro,after_precision_macro,delta_precision_macro,before_recall_macro,after_recall_macro,delta_recall_macro
mobilenetv3large,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/mobilenetv3large_img192_final.keras,0.40025252525252525,0.8355614973262032,0.43530897207367797,0.5305760305760305,0.8375487787252494,0.3069727481492188,0.5135135135135135,0.8378378378378378,0.32432432432432434,0.4010989010989011,0.8314393939393939,0.4303404928404928,0.4303030303030303,0.8439393939393939,0.4136363636363636
efficientnetb3,224,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb3_img224_final.keras,0.8110119047619048,0.8097222222222221,-0.0012896825396826461,0.8231981981981983,0.8905405405405407,0.06734234234234238,0.8108108108108109,0.8918918918918919,0.08108108108108103,0.8511363636363636,0.8254830917874396,-0.025653271848923964,0.8547979797979799,0.8608585858585859,0.006060606060605989
efficientnetb5,224,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb5_img224_final.keras,0.49718045112781956,0.7708333333333333,0.2736528822055137,0.7308473887421256,0.837087087087087,0.10623969834496139,0.7297297297297297,0.8378378378378378,0.10810810810810811,0.4821428571428571,0.7868357487922705,0.3046928916494134,0.5212121212121212,0.8217171717171717,0.3005050505050505
resnet50,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/resnet50_img192_final.keras,0.5948966408268734,0.7518125854993161,0.15691594467244263,0.7605349535582094,0.8473952748918548,0.08686032133364541,0.7567567567567568,0.8378378378378378,0.08108108108108103,0.6114718614718615,0.7282738095238095,0.11680194805194799,0.5876262626262626,0.8603535353535353,0.2727272727272727
resnet101,224,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/resnet101_img224_final.keras,0.7703962703962705,0.7333333333333333,-0.037062937062937173,0.6873306873306874,0.763963963963964,0.07663327663327668,0.6756756756756757,0.7567567567567568,0.08108108108108114,0.760369532428356,0.6930555555555556,-0.06731397687280039,0.797979797979798,0.8262626262626263,0.028282828282828243
inceptionv3,224,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/inceptionv3_img224_final.keras,0.7555626872058193,0.7193181818181817,-0.03624450538763757,0.7382183210167805,0.826904176904177,0.08868585588739641,0.7297297297297297,0.8108108108108109,0.08108108108108114,0.7415413533834586,0.7371794871794871,-0.004361866203971498,0.7820707070707071,0.8267676767676768,0.04469696969696968
inceptionv3,224,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/inceptionv3_img224_final.keras,0.7555626872058193,0.6897546897546898,-0.06580799745112953,0.7382183210167805,0.7327717327717328,-0.005446588245047734,0.7297297297297297,0.7297297297297297,0.0,0.7415413533834586,0.6430555555555555,-0.09848579782790312,0.7820707070707071,0.7820707070707071,0.0
mobilenetv3large,192,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/mobilenetv3large_img192_final.keras,0.40025252525252525,0.6284090909090909,0.22815656565656567,0.5305760305760305,0.8337837837837838,0.3032077532077533,0.5135135135135135,0.8378378378378378,0.32432432432432434,0.4010989010989011,0.6704545454545455,0.2693556443556444,0.4303030303030303,0.615909090909091,0.18560606060606066
vgg16,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg16_img192_final.keras,0.32598039215686275,0.6205555555555554,0.29457516339869266,0.42845786963434024,0.6305705705705705,0.2021127009362303,0.3783783783783784,0.6756756756756757,0.29729729729729726,0.3571428571428571,0.6279761904761906,0.2708333333333335,0.3242424242424242,0.6936868686868687,0.36944444444444446
efficientnetb0,224,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb0_img224_final.keras,0.6567460317460317,0.6100790513833991,-0.046666980362632615,0.8667953667953667,0.8357654096784531,-0.031029957116913587,0.8648648648648649,0.8378378378378378,-0.027027027027027084,0.6382936507936507,0.6354166666666666,-0.0028769841269841168,0.6881313131313131,0.6053030303030303,-0.0828282828282828
densenet121,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/densenet121_img192_final.keras,0.4880952380952381,0.6090909090909091,0.12099567099567105,0.6537966537966537,0.7754299754299755,0.12163332163332174,0.6486486486486487,0.7837837837837838,0.1351351351351351,0.5,0.5844017094017094,0.08440170940170943,0.48712121212121207,0.654040404040404,0.1669191919191919
mobilenetv2,224,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/mobilenetv2_img224_final.keras,0.6765795206971678,0.6035353535353535,-0.07304416716181428,0.6550079491255961,0.828009828009828,0.1730018788842319,0.6486486486486487,0.8378378378378378,0.18918918918918914,0.6652777777777779,0.5883838383838383,-0.07689393939393951,0.7972222222222222,0.6217171717171717,-0.1755050505050505
resnet101,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/resnet101_img192_final.keras,0.7847958642629904,0.5938852813852814,-0.190910582877709,0.7405133128887106,0.8001930501930502,0.05967973730433962,0.7297297297297297,0.8108108108108109,0.08108108108108114,0.8355263157894737,0.6325757575757576,-0.2029505582137161,0.7762626262626262,0.5881313131313131,-0.18813131313131315
efficientnetb0,224,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb0_img224_final.keras,0.6567460317460317,0.5899403239556692,-0.06680570779036255,0.8667953667953667,0.8074468330222805,-0.05934853377308624,0.8648648648648649,0.8108108108108109,-0.05405405405405406,0.6382936507936507,0.6145833333333334,-0.023710317460317376,0.6881313131313131,0.5717171717171717,-0.11641414141414141
inceptionv3,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/inceptionv3_img192_final.keras,0.5935128518971848,0.5891352549889135,-0.004377596908271331,0.7851400972576004,0.7780907293102415,-0.007049367947358887,0.7837837837837838,0.7837837837837838,0.0,0.5892857142857142,0.5775303643724696,-0.011755349913244562,0.598989898989899,0.6154040404040404,0.016414141414141437
efficientnetb0,192,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb0_img192_final.keras,0.5875199362041468,0.569327731092437,-0.018192205111709825,0.7589335747230485,0.7997577409342116,0.04082416621116314,0.7567567567567568,0.7837837837837838,0.027027027027026973,0.5667925824175825,0.5678571428571428,0.0010645604395603803,0.6426767676767676,0.5825757575757575,-0.0601010101010101
efficientnetb5,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb5_img192_final.keras,0.5501196172248803,0.5614832535885167,0.011363636363636354,0.7738264580369844,0.8008534850640114,0.027027027027027084,0.7837837837837838,0.8108108108108109,0.027027027027027084,0.5409090909090909,0.5522727272727272,0.011363636363636354,0.5603535353535354,0.5717171717171717,0.011363636363636354
mobilenetv2,192,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/mobilenetv2_img192_final.keras,0.7280797101449276,0.5609042553191489,-0.16717545482577867,0.7642577359968665,0.7948533640023001,0.030595628005433584,0.7567567567567568,0.8108108108108109,0.05405405405405406,0.7400793650793651,0.5742857142857143,-0.16579365079365083,0.804040404040404,0.5553030303030303,-0.2487373737373737
efficientnetb0,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb0_img192_final.keras,0.5875199362041468,0.5555555555555555,-0.031964380648591306,0.7589335747230485,0.7807807807807807,0.02184720605773227,0.7567567567567568,0.7837837837837838,0.027027027027026973,0.5667925824175825,0.5685817805383023,0.0017891981207198704,0.6426767676767676,0.5661616161616161,-0.07651515151515154
resnet101,224,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/resnet101_img224_final.keras,0.7703962703962705,0.5538011695906433,-0.21659510080562716,0.6873306873306874,0.7238185553975027,0.036487868066815365,0.6756756756756757,0.7297297297297297,0.05405405405405406,0.760369532428356,0.5706521739130435,-0.18971735851531257,0.797979797979798,0.5434343434343434,-0.25454545454545463
resnet50,224,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/resnet50_img224_final.keras,0.5292533659730722,0.5451388888888888,0.015885522915816686,0.706275430877634,0.7124624624624624,0.006187031584828362,0.7027027027027027,0.7297297297297297,0.027027027027026973,0.5273809523809524,0.5755494505494505,0.04816849816849811,0.5320707070707071,0.5270202020202019,-0.005050505050505194
efficientnetb5,192,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb5_img192_final.keras,0.5501196172248803,0.5381778309409888,-0.011941786283891531,0.7738264580369844,0.740883227725333,-0.03294323031165136,0.7837837837837838,0.7297297297297297,-0.05405405405405406,0.5409090909090909,0.5333333333333333,-0.007575757575757569,0.5603535353535354,0.5762626262626263,0.015909090909090873
efficientnetb3,192,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb3_img192_final.keras,0.8277962347729789,0.5310077519379844,-0.2967884828349945,0.8439735416479602,0.7223968154200712,-0.12157672622788906,0.8378378378378378,0.7297297297297297,-0.10810810810810811,0.8630952380952381,0.5357142857142857,-0.32738095238095244,0.8661616161616161,0.5376262626262626,-0.32853535353535357
densenet121,224,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/densenet121_img224_final.keras,0.4933333333333333,0.5263888888888889,0.033055555555555616,0.6421621621621622,0.6965465465465465,0.05438438438438431,0.6486486486486487,0.7027027027027027,0.05405405405405406,0.5036764705882353,0.5711462450592886,0.06746977447105329,0.5199494949494949,0.5098484848484848,-0.010101010101010166
efficientnetb5,224,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb5_img224_final.keras,0.49718045112781956,0.5100049407114624,0.01282448958364285,0.7308473887421256,0.7427758786454438,0.011928489903318185,0.7297297297297297,0.7567567567567568,0.027027027027027084,0.4821428571428571,0.511904761904762,0.029761904761904878,0.5212121212121212,0.5161616161616162,-0.005050505050505083
resnet50,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/resnet50_img192_final.keras,0.5948966408268734,0.5027777777777778,-0.09211886304909567,0.7605349535582094,0.5828828828828829,-0.1776520706753265,0.7567567567567568,0.5675675675675675,-0.18918918918918926,0.6114718614718615,0.47193043884220354,-0.13954142262965796,0.5876262626262626,0.6588383838383838,0.07121212121212117
efficientnetb3,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb3_img192_final.keras,0.8277962347729789,0.5017674089784376,-0.3260288257945413,0.8439735416479602,0.6732204102299543,-0.17075313141800597,0.8378378378378378,0.6756756756756757,-0.16216216216216217,0.8630952380952381,0.5098684210526316,-0.3532268170426065,0.8661616161616161,0.5148989898989899,-0.3512626262626263
vgg19,224,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg19_img224_final.keras,0.5179908906882591,0.49940191387559807,-0.01858897681266103,0.6138144217091585,0.6173541963015647,0.0035397745924062862,0.5675675675675675,0.6216216216216216,0.05405405405405406,0.5527777777777778,0.4954545454545454,-0.05732323232323239,0.7303030303030302,0.5037878787878788,-0.22651515151515145
efficientnetb3,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb3_img224_final.keras,0.8110119047619048,0.45238095238095233,-0.35863095238095244,0.8231981981981983,0.5791505791505791,-0.24404761904761918,0.8108108108108109,0.5675675675675675,-0.2432432432432433,0.8511363636363636,0.4492521367521368,-0.40188422688422676,0.8547979797979799,0.5080808080808081,-0.34671717171717176
vgg19,192,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg19_img192_final.keras,0.5428921568627451,0.4486111111111111,-0.09428104575163393,0.5547164811870694,0.6052552552552553,0.050538774068185854,0.5405405405405406,0.5945945945945946,0.05405405405405406,0.5178571428571429,0.5072463768115942,-0.01061076604554867,0.7025252525252526,0.4151515151515151,-0.28737373737373745
inceptionv3,192,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/inceptionv3_img192_final.keras,0.5935128518971848,0.44552879291251385,-0.14798405898467099,0.7851400972576004,0.5811933195654125,-0.20394677769218783,0.7837837837837838,0.5675675675675675,-0.21621621621621623,0.5892857142857142,0.49999999999999994,-0.08928571428571425,0.598989898989899,0.4202020202020202,-0.17878787878787877
vgg19,224,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg19_img224_final.keras,0.5179908906882591,0.4222222222222222,-0.09576866846603688,0.6138144217091585,0.5957957957957958,-0.018018625913362674,0.5675675675675675,0.7027027027027027,0.1351351351351352,0.5527777777777778,0.41666666666666663,-0.13611111111111118,0.7303030303030302,0.45,-0.2803030303030302
mobilenetv3large,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/mobilenetv3large_img224_final.keras,0.3917004048582996,0.4141414141414141,0.022441009283114488,0.5346317977896925,0.5225225225225225,-0.012109275267169983,0.5135135135135135,0.4864864864864865,-0.027027027027026973,0.390625,0.4406565656565657,0.05003156565656569,0.4138888888888889,0.4633838383838384,0.04949494949494948
efficientnetb3,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb3_img192_final.keras,0.8277962347729789,0.4107142857142857,-0.4170819490586932,0.8439735416479602,0.5463320463320464,-0.2976414953159139,0.8378378378378378,0.5405405405405406,-0.29729729729729726,0.8630952380952381,0.40821678321678323,-0.4548784548784549,0.8661616161616161,0.48030303030303034,-0.3858585858585858
vgg16,224,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg16_img224_final.keras,0.36314409484724125,0.4029545454545455,0.03981045060730426,0.5348652345916368,0.54990171990172,0.01503648531008317,0.5675675675675675,0.5675675675675675,0.0,0.36607142857142855,0.5267857142857143,0.16071428571428575,0.4482323232323232,0.37095959595959593,-0.07727272727272727
efficientnetb5,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb5_img224_final.keras,0.49718045112781956,0.3925679583574321,-0.10461249277038748,0.7308473887421256,0.5518421834211308,-0.17900520532099484,0.7297297297297297,0.5405405405405406,-0.18918918918918914,0.4821428571428571,0.38480392156862747,-0.09733893557422962,0.5212121212121212,0.42525252525252527,-0.09595959595959597
efficientnetb0,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb0_img192_final.keras,0.5875199362041468,0.37761437908496737,-0.2099055571191794,0.7589335747230485,0.4707825472531355,-0.28815102746991295,0.7567567567567568,0.4594594594594595,-0.2972972972972973,0.5667925824175825,0.4155982905982906,-0.15119429181929184,0.6426767676767676,0.6414141414141414,-0.0012626262626261875
efficientnetb5,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb5_img192_final.keras,0.5501196172248803,0.36996904024767807,-0.18015057697720227,0.7738264580369844,0.5211279390845954,-0.25269851895238893,0.7837837837837838,0.4864864864864865,-0.29729729729729726,0.5409090909090909,0.40476190476190477,-0.13614718614718613,0.5603535353535354,0.42474747474747476,-0.13560606060606062
mobilenetv2,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/mobilenetv2_img224_final.keras,0.6765795206971678,0.3681818181818182,-0.30839770251534954,0.6550079491255961,0.391973791973792,-0.2630341571518041,0.6486486486486487,0.35135135135135137,-0.2972972972972973,0.6652777777777779,0.4128302253302253,-0.25244755244755257,0.7972222222222222,0.5351010101010101,-0.2621212121212121
vgg16,192,fine_tune_all,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg16_img192_final.keras,0.32598039215686275,0.3666666666666667,0.040686274509803944,0.42845786963434024,0.5657657657657658,0.13730789613142552,0.3783783783783784,0.6486486486486487,0.2702702702702703,0.3571428571428571,0.3214285714285714,-0.0357142857142857,0.3242424242424242,0.42727272727272725,0.10303030303030303
mobilenetv2,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/mobilenetv2_img192_final.keras,0.7280797101449276,0.34440993788819874,-0.3836697722567288,0.7642577359968665,0.4694644955514521,-0.29479324044541444,0.7567567567567568,0.4594594594594595,-0.2972972972972973,0.7400793650793651,0.3456959706959707,-0.3943833943833944,0.804040404040404,0.39116161616161615,-0.41287878787878785
resnet101,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/resnet101_img192_final.keras,0.7847958642629904,0.33234610917537744,-0.452449755087613,0.7405133128887106,0.49983990959600716,-0.24067340329270343,0.7297297297297297,0.4864864864864865,-0.2432432432432432,0.8355263157894737,0.33771929824561403,-0.49780701754385964,0.7762626262626262,0.3532828282828283,-0.4229797979797979
vgg19,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg19_img224_final.keras,0.5179908906882591,0.32575757575757575,-0.19223331493068335,0.6138144217091585,0.3667953667953668,-0.24701905491379167,0.5675675675675675,0.2972972972972973,-0.27027027027027023,0.5527777777777778,0.5761363636363637,0.023358585858585856,0.7303030303030302,0.4679292929292929,-0.2623737373737373
resnet50,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/resnet50_img224_final.keras,0.5292533659730722,0.32002801120448177,-0.2092253547685904,0.706275430877634,0.49473843591490646,-0.21153699496272754,0.7027027027027027,0.4864864864864865,-0.21621621621621623,0.5273809523809524,0.3245098039215686,-0.2028711484593838,0.5320707070707071,0.37550505050505056,-0.15656565656565657
efficientnetb0,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/efficientnetb0_img224_final.keras,0.6567460317460317,0.3198906356801094,-0.33685539606592235,0.8667953667953667,0.4551181393286656,-0.4116772274667011,0.8648648648648649,0.43243243243243246,-0.43243243243243246,0.6382936507936507,0.4065934065934066,-0.23170024420024415,0.6881313131313131,0.39141414141414144,-0.2967171717171717
densenet121,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/densenet121_img224_final.keras,0.4933333333333333,0.31153846153846154,-0.18179487179487175,0.6421621621621622,0.4472626472626472,-0.19489951489951496,0.6486486486486487,0.40540540540540543,-0.24324324324324326,0.5036764705882353,0.3434873949579832,-0.1601890756302521,0.5199494949494949,0.29696969696969694,-0.222979797979798
mobilenetv3large,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/mobilenetv3large_img192_final.keras,0.40025252525252525,0.2971137521222411,-0.10313877313028413,0.5305760305760305,0.40223925113568576,-0.12833677944034477,0.5135135135135135,0.3783783783783784,-0.1351351351351351,0.4010989010989011,0.3408730158730159,-0.060225885225885234,0.4303030303030303,0.36287878787878786,-0.06742424242424244
inceptionv3,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/inceptionv3_img224_final.keras,0.7555626872058193,0.28414634146341466,-0.47141634574240465,0.7382183210167805,0.4001318391562294,-0.3380864818605511,0.7297297297297297,0.3783783783783784,-0.3513513513513513,0.7415413533834586,0.2947368421052632,-0.4468045112781954,0.7820707070707071,0.275,-0.5070707070707071
vgg16,224,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg16_img224_final.keras,0.36314409484724125,0.26155187445510025,-0.101592220392141,0.5348652345916368,0.46339451919225244,-0.07147071539938438,0.5675675675675675,0.4864864864864865,-0.08108108108108103,0.36607142857142855,0.2628787878787879,-0.10319264069264067,0.4482323232323232,0.3194444444444444,-0.12878787878787878
vgg16,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg16_img192_final.keras,0.32598039215686275,0.2577639751552795,-0.06821641700158326,0.42845786963434024,0.4206815511163337,-0.007776318518006531,0.3783783783783784,0.40540540540540543,0.02702702702702703,0.3571428571428571,0.3107142857142857,-0.046428571428571375,0.3242424242424242,0.2419191919191919,-0.08232323232323233
inceptionv3,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/inceptionv3_img192_final.keras,0.5935128518971848,0.22604422604422605,-0.3674686258529588,0.7851400972576004,0.3705425327046949,-0.4145975645529055,0.7837837837837838,0.32432432432432434,-0.45945945945945943,0.5892857142857142,0.25,-0.3392857142857142,0.598989898989899,0.21363636363636362,-0.38535353535353534
densenet121,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/densenet121_img192_final.keras,0.4880952380952381,0.20810810810810812,-0.27998712998712993,0.6537966537966537,0.35441928414901386,-0.2993773696476399,0.6486486486486487,0.2972972972972973,-0.35135135135135137,0.5,0.2583333333333333,-0.2416666666666667,0.48712121212121207,0.17424242424242425,-0.3128787878787878
vgg19,192,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg19_img192_final.keras,0.5428921568627451,0.2071332565284178,-0.33575890033432726,0.5547164811870694,0.2878471789762112,-0.2668693022108582,0.5405405405405406,0.2702702702702703,-0.2702702702702703,0.5178571428571429,0.23888888888888887,-0.27896825396825403,0.7025252525252526,0.41792929292929293,-0.2845959595959596
vgg19,192,fine_tune_last,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg19_img192_final.keras,0.5428921568627451,0.1864406779661017,-0.35645147889664336,0.5547164811870694,0.44342647732478235,-0.11129000386228705,0.5405405405405406,0.5945945945945946,0.05405405405405406,0.5178571428571429,0.14864864864864866,-0.3692084942084942,0.7025252525252526,0.25,-0.45252525252525255
resnet101,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/resnet101_img224_final.keras,0.7703962703962705,0.17307692307692307,-0.5973193473193474,0.6873306873306874,0.4116424116424116,-0.27568827568827575,0.6756756756756757,0.4864864864864865,-0.18918918918918914,0.760369532428356,0.15,-0.610369532428356,0.797979797979798,0.20454545454545456,-0.5934343434343434
vgg16,224,feature_extractor,False,/scratch/slurm/adriancr/459/tmp/tl-459/code/artifacts/final_model/vgg16_img224_final.keras,0.36314409484724125,0.12312030075187969,-0.24002379409536156,0.5348652345916368,0.2677301361511888,-0.267135098440448,0.5675675675675675,0.24324324324324326,-0.3243243243243243,0.36607142857142855,0.1381578947368421,-0.22791353383458646,0.4482323232323232,0.11868686868686869,-0.32954545454545453
