model,img_size,fold,f1_macro,f1_weighted,accuracy,precision_macro,recall_macro,precision_per_class,recall_per_class,f1_per_class
efficientnetb0_cbam,224,8,0.735604623080904,0.8852183449872826,0.8893805309734514,0.753255530998147,0.7264128952649824,"[0.7333333333333333, 0.9629629629629629, 0.5714285714285714, 0.930379746835443, 0.5714285714285714, 0.75]","[0.5789473684210527, 0.896551724137931, 0.5714285714285714, 0.9671052631578947, 0.4444444444444444, 0.9]","[0.6470588235294118, 0.9285714285714286, 0.5714285714285714, 0.9483870967741935, 0.5, 0.8181818181818182]"
efficientnetb0_cbam,224,9,0.7697951771760336,0.8969473600408561,0.8982300884955752,0.8145187039096938,0.7472151403412747,"[0.7777777777777778, 0.9655172413793104, 1.0, 0.9354838709677419, 0.625, 0.5833333333333334]","[0.7368421052631579, 0.9655172413793104, 0.5714285714285714, 0.9539473684210527, 0.5555555555555556, 0.7]","[0.7567567567567568, 0.9655172413793104, 0.7272727272727273, 0.9446254071661238, 0.5882352941176471, 0.6363636363636364]"
efficientnetb0_cbam,224,10,0.7255937989271323,0.8630429203880532,0.8539823008849557,0.7051732989232989,0.7751984126984127,"[0.6666666666666666, 0.9615384615384616, 0.7142857142857143, 0.951048951048951, 0.4375, 0.5]","[0.6666666666666666, 0.8928571428571429, 0.625, 0.8888888888888888, 0.7777777777777778, 0.8]","[0.6666666666666666, 0.9259259259259259, 0.6666666666666666, 0.918918918918919, 0.56, 0.6153846153846154]"
efficientnetb0_cbam,224,11,0.673414820473644,0.8594642983344719,0.8634361233480177,0.683058608058608,0.6676788955146487,"[0.5714285714285714, 0.8846153846153846, 0.7142857142857143, 0.9423076923076923, 0.2857142857142857, 0.7]","[0.631578947368421, 0.7931034482758621, 0.7142857142857143, 0.9671052631578947, 0.2, 0.7]","[0.6, 0.8363636363636363, 0.7142857142857143, 0.9545454545454546, 0.23529411764705882, 0.7]"
efficientnetb0_cbam,224,12,0.7193466295174543,0.884757620471814,0.8898678414096917,0.7762015055008686,0.7206671546508208,"[0.7272727272727273, 1.0, 0.5, 0.9299363057324841, 0.5, 1.0]","[0.8421052631578947, 0.896551724137931, 0.8571428571428571, 0.9605263157894737, 0.2222222222222222, 0.5454545454545454]","[0.7804878048780488, 0.9454545454545454, 0.631578947368421, 0.9449838187702265, 0.3076923076923077, 0.7058823529411765]"
efficientnetb0_cbam,224,13,0.7522900602435728,0.879790707799885,0.8761061946902655,0.7330976430976431,0.7848052842835057,"[0.7222222222222222, 1.0, 0.6, 0.94, 0.6363636363636364, 0.5]","[0.6842105263157895, 0.8620689655172413, 0.8571428571428571, 0.9276315789473685, 0.7777777777777778, 0.6]","[0.7027027027027027, 0.9259259259259259, 0.7058823529411765, 0.9337748344370861, 0.7, 0.5454545454545454]"
efficientnetb0_cbam,224,14,0.8070291364409011,0.9059865289433222,0.9070796460176991,0.818718935385602,0.8045874984395857,"[0.8, 0.9629629629629629, 0.8571428571428571, 0.9415584415584416, 0.6363636363636364, 0.7142857142857143]","[0.8421052631578947, 0.896551724137931, 0.8571428571428571, 0.9539473684210527, 0.7777777777777778, 0.5]","[0.8205128205128205, 0.9285714285714286, 0.8571428571428571, 0.9477124183006536, 0.7, 0.5882352941176471]"
efficientnetb0_cbam,224,15,0.7668224912047893,0.8991175474468547,0.9026548672566371,0.8102220212979706,0.7412153750389044,"[0.7777777777777778, 0.9642857142857143, 0.5, 0.930379746835443, 0.8, 0.8888888888888888]","[0.7777777777777778, 0.9642857142857143, 0.5, 0.9607843137254902, 0.4444444444444444, 0.8]","[0.7777777777777778, 0.9642857142857143, 0.5, 0.9453376205787781, 0.5714285714285714, 0.8421052631578947]"
mobilenetv3large_cbam,192,1,0.6896596809283277,0.8704260831154567,0.8722466960352423,0.7027745696529726,0.6848889465041914,"[0.6363636363636364, 0.896551724137931, 0.6, 0.9473684210526315, 0.5, 0.6363636363636364]","[0.7368421052631579, 0.896551724137931, 0.42857142857142855, 0.9473684210526315, 0.4, 0.7]","[0.6829268292682927, 0.896551724137931, 0.5, 0.9473684210526315, 0.4444444444444444, 0.6666666666666666]"
mobilenetv3large_cbam,192,2,0.8020890890015736,0.9088719532156896,0.9074889867841409,0.7948758921913283,0.8177553230865392,"[0.8095238095238095, 0.9642857142857143, 0.75, 0.959731543624161, 0.7142857142857143, 0.5714285714285714]","[0.8947368421052632, 0.9310344827586207, 0.8571428571428571, 0.9407894736842105, 0.5555555555555556, 0.7272727272727273]","[0.85, 0.9473684210526315, 0.8, 0.9501661129568106, 0.625, 0.64]"
mobilenetv3large_cbam,192,3,0.6431776827134325,0.8218867051727295,0.8185840707964602,0.6429441659704817,0.6556869904646674,"[0.6111111111111112, 0.9166666666666666, 0.5, 0.9013157894736842, 0.5, 0.42857142857142855]","[0.5789473684210527, 0.7586206896551724, 0.42857142857142855, 0.9013157894736842, 0.6666666666666666, 0.6]","[0.5945945945945946, 0.8301886792452831, 0.46153846153846156, 0.9013157894736842, 0.5714285714285714, 0.5]"
mobilenetv3large_cbam,192,4,0.8193582435879968,0.9246703762725389,0.9203539823008849,0.7908870128444164,0.8702449370552819,"[0.9, 0.9655172413793104, 0.5555555555555556, 0.986013986013986, 0.75, 0.5882352941176471]","[0.9473684210526315, 0.9655172413793104, 0.7142857142857143, 0.9276315789473685, 0.6666666666666666, 1.0]","[0.9230769230769231, 0.9655172413793104, 0.625, 0.9559322033898305, 0.7058823529411765, 0.7407407407407407]"
mobilenetv3large_cbam,192,5,0.706523574970237,0.8662018773399021,0.8628318584070797,0.6824119686188652,0.7501633986928105,"[0.7222222222222222, 0.9655172413793104, 0.5, 0.9448275862068966, 0.42857142857142855, 0.5333333333333333]","[0.7222222222222222, 1.0, 0.75, 0.8954248366013072, 0.3333333333333333, 0.8]","[0.7222222222222222, 0.9824561403508771, 0.6, 0.9194630872483222, 0.375, 0.64]"
mobilenetv3large_cbam,192,6,0.673163037803025,0.8473518533149667,0.8458149779735683,0.6623866213151927,0.690416774695359,"[0.7083333333333334, 0.9642857142857143, 0.5, 0.9183673469387755, 0.5833333333333334, 0.3]","[0.8947368421052632, 0.9310344827586207, 0.42857142857142855, 0.8881578947368421, 0.7, 0.3]","[0.7906976744186046, 0.9473684210526315, 0.46153846153846156, 0.903010033444816, 0.6363636363636364, 0.3]"
mobilenetv3large_cbam,192,7,0.7218965946937943,0.8750100616166517,0.8722466960352423,0.7150256249399218,0.7328677951409349,"[0.8823529411764706, 0.9285714285714286, 0.5, 0.9337748344370861, 0.5454545454545454, 0.5]","[0.7894736842105263, 0.896551724137931, 0.5714285714285714, 0.9276315789473685, 0.6666666666666666, 0.5454545454545454]","[0.8333333333333334, 0.9122807017543859, 0.5333333333333333, 0.9306930693069307, 0.6, 0.5217391304347826]"
mobilenetv3large_cbam,192,8,0.6780010805989619,0.8766533308791051,0.8761061946902655,0.6817187160746999,0.6855678468201155,"[0.9285714285714286, 0.9310344827586207, 0.375, 0.9411764705882353, 0.2222222222222222, 0.6923076923076923]","[0.6842105263157895, 0.9310344827586207, 0.42857142857142855, 0.9473684210526315, 0.2222222222222222, 0.9]","[0.7878787878787878, 0.9310344827586207, 0.4, 0.9442622950819672, 0.2222222222222222, 0.782608695652174]"
mobilenetv3large_cbam,192,9,0.8139854986249019,0.9178097686077802,0.9203539823008849,0.8475321087216248,0.7903404344193818,"[0.875, 0.90625, 0.8, 0.9483870967741935, 0.6666666666666666, 0.8888888888888888]","[0.7368421052631579, 1.0, 0.5714285714285714, 0.9671052631578947, 0.6666666666666666, 0.8]","[0.8, 0.9508196721311475, 0.6666666666666666, 0.9576547231270358, 0.6666666666666666, 0.8421052631578947]"
mobilenetv3large_cbam,192,10,0.7221397645291615,0.8881664096026088,0.8893805309734514,0.7445887445887446,0.7126478369125427,"[0.75, 0.9642857142857143, 0.5, 0.9415584415584416, 0.45454545454545453, 0.8571428571428571]","[0.8333333333333334, 0.9642857142857143, 0.375, 0.9477124183006536, 0.5555555555555556, 0.6]","[0.7894736842105263, 0.9642857142857143, 0.42857142857142855, 0.9446254071661238, 0.5, 0.7058823529411765]"
mobilenetv3large_cbam,192,11,0.7063970783225604,0.8712666280541894,0.8678414096916299,0.7117593468586846,0.7065054878575748,"[0.7777777777777778, 0.9285714285714286, 0.6666666666666666, 0.9403973509933775, 0.35714285714285715, 0.6]","[0.7368421052631579, 0.896551724137931, 0.5714285714285714, 0.9342105263157895, 0.5, 0.6]","[0.7567567567567568, 0.9122807017543859, 0.6153846153846154, 0.9372937293729373, 0.4166666666666667, 0.6]"
mobilenetv3large_cbam,192,12,0.7822919377511416,0.8968379709026941,0.8942731277533039,0.7725329356201839,0.7973860220911039,"[0.8888888888888888, 0.9333333333333333, 0.75, 0.9463087248322147, 0.4166666666666667, 0.7]","[0.8421052631578947, 0.9655172413793104, 0.8571428571428571, 0.9276315789473685, 0.5555555555555556, 0.6363636363636364]","[0.8648648648648649, 0.9491525423728814, 0.8, 0.9368770764119602, 0.47619047619047616, 0.6666666666666666]"
mobilenetv3large_cbam,192,13,0.7219408723473765,0.8817130704136965,0.8761061946902655,0.7107686340529478,0.7559903110266086,"[0.8181818181818182, 0.9629629629629629, 0.6, 0.9583333333333334, 0.45454545454545453, 0.47058823529411764]","[0.9473684210526315, 0.896551724137931, 0.42857142857142855, 0.9078947368421053, 0.5555555555555556, 0.8]","[0.8780487804878049, 0.9285714285714286, 0.5, 0.9324324324324325, 0.5, 0.5925925925925926]"
mobilenetv3large_cbam,192,14,0.7731862707868901,0.8981601356015725,0.8982300884955752,0.8266119845067214,0.7621516674828834,"[0.8947368421052632, 1.0, 1.0, 0.9285714285714286, 0.6363636363636364, 0.5]","[0.8947368421052632, 0.9310344827586207, 0.42857142857142855, 0.9407894736842105, 0.7777777777777778, 0.6]","[0.8947368421052632, 0.9642857142857143, 0.6, 0.934640522875817, 0.7, 0.5454545454545454]"
mobilenetv3large_cbam,192,15,0.7445349360282041,0.8898633502558937,0.8893805309734514,0.7373113373113372,0.7705610021786492,"[0.8, 1.0, 0.6, 0.9459459459459459, 0.36363636363636365, 0.7142857142857143]","[0.8888888888888888, 1.0, 0.375, 0.9150326797385621, 0.4444444444444444, 1.0]","[0.8421052631578947, 1.0, 0.46153846153846156, 0.9302325581395349, 0.4, 0.8333333333333334]"
mobilenetv3large_cbam,224,1,0.7109823199756771,0.8829490750281135,0.8854625550660793,0.7264577416102727,0.6983460807190389,"[0.7894736842105263, 0.9615384615384616, 0.5714285714285714, 0.9363057324840764, 0.5, 0.6]","[0.7894736842105263, 0.8620689655172413, 0.5714285714285714, 0.9671052631578947, 0.4, 0.6]","[0.7894736842105263, 0.9090909090909091, 0.5714285714285714, 0.9514563106796117, 0.4444444444444444, 0.6]"
mobilenetv3large_cbam,224,2,0.7679384840037958,0.9032908364209237,0.9030837004405287,0.7618478711582161,0.7747948218683246,"[0.8571428571428571, 0.9655172413793104, 0.7142857142857143, 0.9533333333333334, 0.4444444444444444, 0.6363636363636364]","[0.9473684210526315, 0.9655172413793104, 0.7142857142857143, 0.9407894736842105, 0.4444444444444444, 0.6363636363636364]","[0.9, 0.9655172413793104, 0.7142857142857143, 0.9470198675496688, 0.4444444444444444, 0.6363636363636364]"
mobilenetv3large_cbam,224,3,0.6907928752391294,0.8544174350147081,0.8539823008849557,0.7042447303674376,0.6842344126600025,"[0.7058823529411765, 0.9259259259259259, 0.3333333333333333, 0.9096774193548387, 0.7142857142857143, 0.6363636363636364]","[0.631578947368421, 0.8620689655172413, 0.42857142857142855, 0.9276315789473685, 0.5555555555555556, 0.7]","[0.6666666666666666, 0.8928571428571429, 0.375, 0.9185667752442996, 0.625, 0.6666666666666666]"
mobilenetv3large_cbam,224,4,0.8364354604196721,0.9268686795567301,0.9203539823008849,0.8002567693744164,0.8974135530396873,"[0.85, 0.9333333333333333, 0.7142857142857143, 1.0, 0.47058823529411764, 0.8333333333333334]","[0.8947368421052632, 0.9655172413793104, 0.7142857142857143, 0.9210526315789473, 0.8888888888888888, 1.0]","[0.8717948717948718, 0.9491525423728814, 0.7142857142857143, 0.958904109589041, 0.6153846153846154, 0.9090909090909091]"
mobilenetv3large_cbam,224,5,0.6843841668403073,0.8726985722793826,0.8761061946902655,0.7025659824046921,0.68755057578587,"[0.75, 1.0, 0.4, 0.9290322580645162, 0.5, 0.6363636363636364]","[0.8333333333333334, 0.9285714285714286, 0.5, 0.9411764705882353, 0.2222222222222222, 0.7]","[0.7894736842105263, 0.9629629629629629, 0.4444444444444444, 0.935064935064935, 0.3076923076923077, 0.6666666666666666]"
mobilenetv3large_cbam,224,6,0.679718742205416,0.867072808502769,0.8678414096916299,0.6836921125986161,0.6882237922392186,"[0.8421052631578947, 0.9310344827586207, 0.5, 0.9337748344370861, 0.4666666666666667, 0.42857142857142855]","[0.8421052631578947, 0.9310344827586207, 0.42857142857142855, 0.9276315789473685, 0.7, 0.3]","[0.8421052631578947, 0.9310344827586207, 0.46153846153846156, 0.9306930693069307, 0.56, 0.35294117647058826]"
mobilenetv3large_cbam,224,7,0.7606266297055772,0.907013495559751,0.9030837004405287,0.7601416208872349,0.7665821314868503,"[1.0, 0.9629629629629629, 0.5, 0.9539473684210527, 0.4166666666666667, 0.7272727272727273]","[0.8947368421052632, 0.896551724137931, 0.5714285714285714, 0.9539473684210527, 0.5555555555555556, 0.7272727272727273]","[0.9444444444444444, 0.9285714285714286, 0.5333333333333333, 0.9539473684210527, 0.47619047619047616, 0.7272727272727273]"
mobilenetv3large_cbam,224,8,0.6709859722043882,0.8661899665285528,0.8716814159292036,0.6854932690375729,0.6695415502357426,"[0.8666666666666667, 0.9285714285714286, 0.4, 0.9177215189873418, 0.2, 0.8]","[0.6842105263157895, 0.896551724137931, 0.5714285714285714, 0.9539473684210527, 0.1111111111111111, 0.8]","[0.7647058823529411, 0.9122807017543859, 0.47058823529411764, 0.9354838709677419, 0.14285714285714285, 0.8]"
mobilenetv3large_cbam,224,9,0.8133239859555649,0.9131625958267784,0.911504424778761,0.7956241956241956,0.8341060985797828,"[0.75, 1.0, 0.7142857142857143, 0.9594594594594594, 0.6, 0.75]","[0.7894736842105263, 1.0, 0.7142857142857143, 0.9342105263157895, 0.6666666666666666, 0.9]","[0.7692307692307693, 1.0, 0.7142857142857143, 0.9466666666666667, 0.631578947368421, 0.8181818181818182]"
mobilenetv3large_cbam,224,10,0.7200104580981534,0.8760238230242187,0.8716814159292036,0.7024107440774108,0.7410636476812947,"[0.75, 0.9629629629629629, 0.5555555555555556, 0.9459459459459459, 0.36363636363636365, 0.6363636363636364]","[0.8333333333333334, 0.9285714285714286, 0.625, 0.9150326797385621, 0.4444444444444444, 0.7]","[0.7894736842105263, 0.9454545454545454, 0.5882352941176471, 0.9302325581395349, 0.4, 0.6666666666666666]"
mobilenetv3large_cbam,224,11,0.7376618660932386,0.877432614126058,0.8766519823788547,0.7487518037518037,0.7330297727076313,"[0.6666666666666666, 0.92, 0.7142857142857143, 0.9415584415584416, 0.5, 0.75]","[0.7368421052631579, 0.7931034482758621, 0.7142857142857143, 0.9539473684210527, 0.6, 0.6]","[0.7, 0.8518518518518519, 0.7142857142857143, 0.9477124183006536, 0.5454545454545454, 0.6666666666666666]"
mobilenetv3large_cbam,224,12,0.7462351995865658,0.8878081392477541,0.8810572687224669,0.7102930715606773,0.8014297870241608,"[0.8181818181818182, 1.0, 0.5454545454545454, 0.9647887323943662, 0.4, 0.5333333333333333]","[0.9473684210526315, 0.9310344827586207, 0.8571428571428571, 0.9013157894736842, 0.4444444444444444, 0.7272727272727273]","[0.8780487804878049, 0.9642857142857143, 0.6666666666666666, 0.9319727891156463, 0.42105263157894735, 0.6153846153846154]"
mobilenetv3large_cbam,224,13,0.697292554748695,0.8672204824090165,0.8628318584070797,0.7621237578852204,0.7215847329050596,"[0.7894736842105263, 0.9259259259259259, 1.0, 0.9455782312925171, 0.5, 0.4117647058823529]","[0.7894736842105263, 0.8620689655172413, 0.2857142857142857, 0.9144736842105263, 0.7777777777777778, 0.7]","[0.7894736842105263, 0.8928571428571429, 0.4444444444444444, 0.9297658862876255, 0.6086956521739131, 0.5185185185185185]"
mobilenetv3large_cbam,224,14,0.764335077009723,0.898423600215812,0.8982300884955752,0.7587506645401382,0.7732905059583826,"[0.7894736842105263, 0.8666666666666667, 0.5, 0.96, 0.6363636363636364, 0.8]","[0.7894736842105263, 0.896551724137931, 0.42857142857142855, 0.9473684210526315, 0.7777777777777778, 0.8]","[0.7894736842105263, 0.8813559322033898, 0.46153846153846156, 0.9536423841059603, 0.7, 0.8]"
mobilenetv3large_cbam,224,15,0.7374574776863106,0.9041352445439037,0.9026548672566371,0.7186292907967786,0.7818627450980392,"[0.8666666666666667, 0.9655172413793104, 0.3333333333333333, 0.9795918367346939, 0.5, 0.6666666666666666]","[0.7222222222222222, 1.0, 0.25, 0.9411764705882353, 0.7777777777777778, 1.0]","[0.7878787878787878, 0.9824561403508771, 0.2857142857142857, 0.96, 0.6086956521739131, 0.8]"
densenet121_cbam,192,1,0.6632956627055439,0.8127193372297448,0.7929515418502202,0.620477870130487,0.751012228847982,"[0.4411764705882353, 0.8846153846153846, 0.38461538461538464, 0.968503937007874, 0.42857142857142855, 0.6153846153846154]","[0.7894736842105263, 0.7931034482758621, 0.7142857142857143, 0.8092105263157895, 0.6, 0.8]","[0.5660377358490566, 0.8363636363636363, 0.5, 0.8817204301075269, 0.5, 0.6956521739130435]"
densenet121_cbam,192,2,0.5805541287779955,0.7866655865973677,0.762114537444934,0.5601973295521682,0.6416219602471871,"[0.5161290322580645, 1.0, 0.2, 0.9307692307692308, 0.2857142857142857, 0.42857142857142855]","[0.8421052631578947, 0.7931034482758621, 0.42857142857142855, 0.7960526315789473, 0.4444444444444444, 0.5454545454545454]","[0.64, 0.8846153846153846, 0.2727272727272727, 0.8581560283687943, 0.34782608695652173, 0.48]"
densenet121_cbam,192,3,0.6393180602681114,0.8207662354197842,0.8097345132743363,0.6077081290181977,0.7025579994046418,"[0.631578947368421, 0.8928571428571429, 0.375, 0.9347826086956522, 0.2857142857142857, 0.5263157894736842]","[0.631578947368421, 0.8620689655172413, 0.42857142857142855, 0.8486842105263158, 0.4444444444444444, 1.0]","[0.631578947368421, 0.8771929824561403, 0.4, 0.8896551724137931, 0.34782608695652173, 0.6896551724137931]"
densenet121_cbam,192,4,0.7021548676881073,0.8508726952625566,0.8407079646017699,0.6624710732656759,0.7605504421974477,"[0.6818181818181818, 0.9310344827586207, 0.5555555555555556, 0.9492753623188406, 0.42857142857142855, 0.42857142857142855]","[0.7894736842105263, 0.9310344827586207, 0.7142857142857143, 0.8618421052631579, 0.6666666666666666, 0.6]","[0.7317073170731707, 0.9310344827586207, 0.625, 0.903448275862069, 0.5217391304347826, 0.5]"
densenet121_cbam,192,5,0.7361348446874763,0.8858007095373188,0.8849557522123894,0.7407731525281194,0.7391728913787738,"[0.7, 0.9642857142857143, 0.8333333333333334, 0.9470198675496688, 0.3333333333333333, 0.6666666666666666]","[0.7777777777777778, 0.9642857142857143, 0.625, 0.934640522875817, 0.3333333333333333, 0.8]","[0.7368421052631579, 0.9642857142857143, 0.7142857142857143, 0.9407894736842105, 0.3333333333333333, 0.7272727272727273]"
densenet121_cbam,192,6,0.6649256064711003,0.8543587494714249,0.8502202643171806,0.6565337132003798,0.6794064903638407,"[0.7777777777777778, 0.9629629629629629, 0.3333333333333333, 0.9266666666666666, 0.5384615384615384, 0.4]","[0.7368421052631579, 0.896551724137931, 0.42857142857142855, 0.9144736842105263, 0.7, 0.4]","[0.7567567567567568, 0.9285714285714286, 0.375, 0.9205298013245033, 0.6086956521739131, 0.4]"
densenet121_cbam,192,7,0.6868151713009869,0.8390146302321764,0.8281938325991189,0.6589355742296918,0.7619939128559818,"[0.6071428571428571, 0.92, 0.42857142857142855, 0.9558823529411765, 0.5714285714285714, 0.47058823529411764]","[0.8947368421052632, 0.7931034482758621, 0.8571428571428571, 0.8552631578947368, 0.4444444444444444, 0.7272727272727273]","[0.723404255319149, 0.8518518518518519, 0.5714285714285714, 0.9027777777777778, 0.5, 0.5714285714285714]"
densenet121_cbam,192,8,0.7511028054632706,0.8838276296318074,0.8849557522123894,0.7445090811620362,0.7613091637138824,"[0.7142857142857143, 0.8387096774193549, 0.7142857142857143, 0.9530201342281879, 0.42857142857142855, 0.8181818181818182]","[0.7894736842105263, 0.896551724137931, 0.7142857142857143, 0.9342105263157895, 0.3333333333333333, 0.9]","[0.75, 0.8666666666666667, 0.7142857142857143, 0.9435215946843853, 0.375, 0.8571428571428571]"
densenet121_cbam,192,9,0.6356749408358731,0.8380909741310671,0.8362831858407079,0.6558637618420228,0.627589087661683,"[0.6521739130434783, 0.9583333333333334, 0.42857142857142855, 0.9090909090909091, 0.2727272727272727, 0.7142857142857143]","[0.7894736842105263, 0.7931034482758621, 0.42857142857142855, 0.9210526315789473, 0.3333333333333333, 0.5]","[0.7142857142857143, 0.8679245283018868, 0.42857142857142855, 0.9150326797385621, 0.3, 0.5882352941176471]"
densenet121_cbam,192,10,0.6542700861304511,0.8581971399248242,0.8584070796460177,0.6705641852700676,0.6636788048552754,"[0.8235294117647058, 1.0, 0.3333333333333333, 0.922077922077922, 0.5, 0.4444444444444444]","[0.7777777777777778, 0.8928571428571429, 0.25, 0.9281045751633987, 0.3333333333333333, 0.8]","[0.8, 0.9433962264150944, 0.2857142857142857, 0.9250814332247557, 0.4, 0.5714285714285714]"
densenet121_cbam,192,11,0.6626254853790154,0.8178646005038703,0.7973568281938326,0.6519620811287478,0.7104874254602022,"[0.5238095238095238, 0.8888888888888888, 0.625, 0.9481481481481482, 0.25925925925925924, 0.6666666666666666]","[0.5789473684210527, 0.8275862068965517, 0.7142857142857143, 0.8421052631578947, 0.7, 0.6]","[0.55, 0.8571428571428571, 0.6666666666666666, 0.89198606271777, 0.3783783783783784, 0.631578947368421]"
densenet121_cbam,192,12,0.6775227747968063,0.8184929096399904,0.8061674008810573,0.6448426921545202,0.7351231941749182,"[0.4838709677419355, 0.8888888888888888, 0.6, 0.9407407407407408, 0.5555555555555556, 0.4]","[0.7894736842105263, 0.8275862068965517, 0.8571428571428571, 0.8355263157894737, 0.5555555555555556, 0.5454545454545454]","[0.6, 0.8571428571428571, 0.7058823529411765, 0.8850174216027874, 0.5555555555555556, 0.46153846153846156]"
densenet121_cbam,192,13,0.626512948226287,0.801175405850492,0.7787610619469026,0.5829572569768647,0.7164293636389826,"[0.5185185185185185, 0.8571428571428571, 0.25, 0.9603174603174603, 0.5, 0.4117647058823529]","[0.7368421052631579, 0.8275862068965517, 0.5714285714285714, 0.7960526315789473, 0.6666666666666666, 0.7]","[0.6086956521739131, 0.8421052631578947, 0.34782608695652173, 0.8705035971223022, 0.5714285714285714, 0.5185185185185185]"
densenet121_cbam,192,14,0.6395916053780567,0.8479459722981542,0.8362831858407079,0.6361932762308703,0.657869770210968,"[0.8947368421052632, 1.0, 0.2857142857142857, 0.9251700680272109, 0.25, 0.46153846153846156]","[0.8947368421052632, 0.8275862068965517, 0.2857142857142857, 0.8947368421052632, 0.4444444444444444, 0.6]","[0.8947368421052632, 0.9056603773584906, 0.2857142857142857, 0.9096989966555183, 0.32, 0.5217391304347826]"
densenet121_cbam,192,15,0.6527583805182947,0.847337108768973,0.8539823008849557,0.6729371776840131,0.6506497043261749,"[0.6666666666666666, 1.0, 0.3333333333333333, 0.8987341772151899, 0.5555555555555556, 0.5833333333333334]","[0.6666666666666666, 0.9285714285714286, 0.125, 0.9281045751633987, 0.5555555555555556, 0.7]","[0.6666666666666666, 0.9629629629629629, 0.18181818181818182, 0.9131832797427653, 0.5555555555555556, 0.6363636363636364]"
densenet121_cbam,224,1,0.7092635961488419,0.8757953416074309,0.8766519823788547,0.7158725766292179,0.7047997148042521,"[0.8125, 0.8064516129032258, 0.42857142857142855, 0.9477124183006536, 0.5, 0.8]","[0.6842105263157895, 0.8620689655172413, 0.42857142857142855, 0.9539473684210527, 0.5, 0.8]","[0.7428571428571429, 0.8333333333333334, 0.42857142857142855, 0.9508196721311475, 0.5, 0.8]"
densenet121_cbam,224,2,0.7044742379630299,0.855826033213679,0.8458149779735683,0.6718063465326239,0.7641165675421573,"[0.6666666666666666, 0.9615384615384616, 0.42857142857142855, 0.9562043795620438, 0.375, 0.6428571428571429]","[0.9473684210526315, 0.8620689655172413, 0.42857142857142855, 0.8618421052631579, 0.6666666666666666, 0.8181818181818182]","[0.782608695652174, 0.9090909090909091, 0.42857142857142855, 0.9065743944636678, 0.48, 0.72]"
densenet121_cbam,224,3,0.6522575271815789,0.8083522351987863,0.7876106194690266,0.6194324624557183,0.7494251673244413,"[0.6363636363636364, 0.9615384615384616, 0.42857142857142855, 0.937984496124031, 0.4444444444444444, 0.3076923076923077]","[0.7368421052631579, 0.8620689655172413, 0.8571428571428571, 0.7960526315789473, 0.4444444444444444, 0.8]","[0.6829268292682927, 0.9090909090909091, 0.5714285714285714, 0.8612099644128114, 0.4444444444444444, 0.4444444444444444]"
densenet121_cbam,224,4,0.681730549592204,0.8502134244001128,0.831858407079646,0.6330130625188765,0.772608364781686,"[0.7272727272727273, 0.9, 0.26666666666666666, 0.9844961240310077, 0.35714285714285715, 0.5625]","[0.8421052631578947, 0.9310344827586207, 0.5714285714285714, 0.8355263157894737, 0.5555555555555556, 0.9]","[0.7804878048780488, 0.9152542372881356, 0.36363636363636365, 0.9039145907473309, 0.43478260869565216, 0.6923076923076923]"
densenet121_cbam,224,5,0.6465943059546119,0.8538755494750923,0.8672566371681416,0.7339274275859641,0.6188920012449425,"[0.6363636363636364, 0.96, 0.5714285714285714, 0.9024390243902439, 0.5, 0.8333333333333334]","[0.7777777777777778, 0.8571428571428571, 0.5, 0.9673202614379085, 0.1111111111111111, 0.5]","[0.7, 0.9056603773584906, 0.5333333333333333, 0.9337539432176656, 0.18181818181818182, 0.625]"
densenet121_cbam,224,6,0.6113542695121643,0.8276261672737444,0.8281938325991189,0.6213113803026084,0.6161718952553799,"[0.6190476190476191, 0.9259259259259259, 0.25, 0.9078947368421053, 0.625, 0.4]","[0.6842105263157895, 0.8620689655172413, 0.14285714285714285, 0.9078947368421053, 0.5, 0.6]","[0.65, 0.8928571428571429, 0.18181818181818182, 0.9078947368421053, 0.5555555555555556, 0.48]"
densenet121_cbam,224,7,0.7688363574410086,0.8798505602583054,0.8766519823788547,0.7821506989571866,0.7673775609347299,"[0.7083333333333334, 0.9259259259259259, 0.8333333333333334, 0.9395973154362416, 0.8571428571428571, 0.42857142857142855]","[0.8947368421052632, 0.8620689655172413, 0.7142857142857143, 0.9210526315789473, 0.6666666666666666, 0.5454545454545454]","[0.7906976744186046, 0.8928571428571429, 0.7692307692307693, 0.9302325581395349, 0.75, 0.48]"
densenet121_cbam,224,8,0.748873618698357,0.8820194618141244,0.8805309734513275,0.7315075973409306,0.7732033628131632,"[0.7222222222222222, 0.9259259259259259, 0.625, 0.9466666666666667, 0.4, 0.7692307692307693]","[0.6842105263157895, 0.8620689655172413, 0.7142857142857143, 0.9342105263157895, 0.4444444444444444, 1.0]","[0.7027027027027027, 0.8928571428571429, 0.6666666666666666, 0.9403973509933775, 0.42105263157894735, 0.8695652173913043]"
densenet121_cbam,224,9,0.738196827079049,0.8842570395553954,0.8849557522123894,0.7683547319220944,0.7260892893152421,"[0.8823529411764706, 0.9642857142857143, 0.75, 0.9225806451612903, 0.5454545454545454, 0.5454545454545454]","[0.7894736842105263, 0.9310344827586207, 0.42857142857142855, 0.9407894736842105, 0.6666666666666666, 0.6]","[0.8333333333333334, 0.9473684210526315, 0.5454545454545454, 0.9315960912052117, 0.6, 0.5714285714285714]"
